Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,0-15,  9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,0-15,18+ Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,16-64,  9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Inpatient,Child,16-64,18+ Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,67
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  3-6 Months,38
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  6-9 Months,30
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  9-12 Months,16
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15, 12-15 Months,20
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15, 15-18 Months,14
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,18+ Months,16
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,  0-3 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,  3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64, 15-18 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,18+ Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15, 15-18 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,18+ Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Day Case,Child,0-15,  0-3 Months,20
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Day Case,Child,0-15,  3-6 Months,9
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Day Case,Child,0-15,  6-9 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Day Case,Child,0-15,  9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Day Case,Child,16-64,  0-3 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Inpatient,Child,0-15,  0-3 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Inpatient,Child,0-15,  3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Inpatient,Child,0-15,  9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  0-3 Months,50
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  3-6 Months,19
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  6-9 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15,  0-3 Months,14
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15,  3-6 Months,10
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15,  6-9 Months,16
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15,  9-12 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15, 12-15 Months,9
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15, 15-18 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,0-15,18+ Months,14
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Day Case,Child,16-64,  3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15,  0-3 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15,  3-6 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15,  6-9 Months,7
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15,  9-12 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15, 12-15 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15, 15-18 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Inpatient,Child,0-15,18+ Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15,  0-3 Months,36
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15,  3-6 Months,13
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15,  6-9 Months,18
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15,  9-12 Months,16
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15, 12-15 Months,7
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15, 15-18 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Day Case,Child,0-15,18+ Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15,  0-3 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15,  3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15,  6-9 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15,  9-12 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15, 15-18 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Inpatient,Child,0-15,18+ Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15,  0-3 Months,24
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15,  3-6 Months,19
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15,  6-9 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15,  9-12 Months,24
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15, 12-15 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15, 15-18 Months,20
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,0-15,18+ Months,64
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,16-64,  3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,16-64,  6-9 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,16-64,  9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,16-64, 15-18 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,8800,Immunology,Day Case,Child,16-64,18+ Months,2
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,103
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,28
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,8
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,9
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,4
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,19
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,9
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0102,Naas General Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,30
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,49
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,17
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,10
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,4
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Day Case,Adult,65+, 12-15 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,4
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,84
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,17
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,21
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,5
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,7
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,3
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,19
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,6
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,5
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,10
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,4
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,2
